File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census),American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian TribalSubdivision (Census),American Indian TribalSubdivision (FIPS),Alaska Native RegionalCorporation (FIPS),Metropolitan and MicropolitanStatistical Area,Combined Statistical Area,Metropolitan Statistical Area-Metropolitan Division,Metropolitan Area Central City,Metropolitan/MicropolitanIndicator Flag,New England City and Town Area,New England City and TownCombined Statistical Area,New England City and Town AreaDivision,Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Public Use Microdata Area – 5%File,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Median Year Structure Built,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,"% Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",% Owner Occupied Housing Units: Non-White Homeowners,Owner-Occupied Housing Units,Housing Units,Households:,Households: with a Householder Who Is White Alone,Households: with a Householder Who Is Black or African  American Alone,Households: with a Householder Who Is American Indian and  Alaska Native Alone,Households: with a Householder Who Is Asian Alone,Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,Households: with a Householder Who Is Some Other Race Alone,Households: with a Householder Who Is Two or More Races,Households: with a Householder Who Is Hispanic or Latino,"Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",% Households: with a Householder Who Is White Alone,% Households: with a Householder Who Is Black or African  American Alone,% Households: with a Householder Who Is American Indian and  Alaska Native Alone,% Households: with a Householder Who Is Asian Alone,% Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,% Households: with a Householder Who Is Some Other Race Alone,% Households: with a Householder Who Is Two or More Races,% Households: with a Householder Who Is Hispanic or Latino,"% Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder,% Renter-Occupied Housing Units: White Alone Householder,% Renter-Occupied Housing Units: Black or African American Alone Householder,% Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,% Renter-Occupied Housing Units: Asian Alone Householder,% Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,% Renter-Occupied Housing Units: Some Other Race Alone Householder,% Renter-Occupied Housing Units: Two or More Races Householder,"% Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",% Renter-Occupied Housing Units: Hispanic or Latino Householder
ACSSF,pa,140,0,9011,,,,,42,101,,,20300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020300,Census Tract 203,,,"Census Tract 203, Philadelphia County, Pennsylvania",42101020300,508186,0,,,,,,,,0,558,18,540,3.23,96.77,558,1407,1164,49,1006,0,38,0,53,18,53,49,4.21,86.43,0,3.26,0,4.55,1.55,4.55,4.21,606,31,478,0,26,0,53,18,31,53,5.12,78.88,0,4.29,0,8.75,2.97,5.12,8.75
ACSSF,pa,140,0,9012,,,,,42,101,,,20400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020400,Census Tract 204,,,"Census Tract 204, Philadelphia County, Pennsylvania",42101020400,407373,0,,,,,,,,0,838,11,827,1.31,98.69,838,1393,1153,11,940,0,0,0,37,165,91,11,0.95,81.53,0,0,0,3.21,14.31,7.89,0.95,315,0,167,0,0,0,37,111,0,37,0,53.02,0,0,0,11.75,35.24,0,11.75
ACSSF,pa,140,0,9013,,,,,42,101,,,20500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020500,Census Tract 205,,,"Census Tract 205, Philadelphia County, Pennsylvania",42101020500,1429513,0,,,,,,,,1971,584,42,542,7.19,92.81,584,1802,1706,64,1477,0,127,0,20,18,20,64,3.75,86.58,0,7.44,0,1.17,1.06,1.17,3.75,1122,22,935,0,127,0,20,18,22,20,1.96,83.33,0,11.32,0,1.78,1.6,1.96,1.78
ACSSF,pa,140,0,9014,,,,,42,101,,,20600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020600,Census Tract 206,,,"Census Tract 206, Philadelphia County, Pennsylvania",42101020600,1295909,56782,,,,,,,,1952,262,245,17,93.51,6.49,262,1036,885,447,300,0,48,0,10,80,93,417,50.51,33.9,0,5.42,0,1.13,9.04,10.51,47.12,623,202,283,0,48,0,10,80,172,93,32.42,45.43,0,7.7,0,1.61,12.84,27.61,14.93
ACSSF,pa,140,0,9015,,,,,42,101,,,20701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020701,Census Tract 207.01,,,"Census Tract 207.01, Philadelphia County, Pennsylvania",42101020701,625472,33771,,,,,,,,1943,1051,889,162,84.59,15.41,1051,2009,1935,1685,36,0,52,0,24,138,54,1655,87.08,1.86,0,2.69,0,1.24,7.13,2.79,85.53,884,784,34,0,18,0,24,24,766,42,88.69,3.85,0,2.04,0,2.71,2.71,86.65,4.75
ACSSF,pa,140,0,9016,,,,,42,101,,,20702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020702,Census Tract 207.02,,,"Census Tract 207.02, Philadelphia County, Pennsylvania",42101020702,799191,60259,,,,,,,,1957,454,315,139,69.38,30.62,454,685,661,446,174,0,41,0,0,0,18,428,67.47,26.32,0,6.2,0,0,0,2.72,64.75,207,131,76,0,0,0,0,0,113,18,63.29,36.71,0,0,0,0,0,54.59,8.7
ACSSF,pa,140,0,9017,,,,,42,101,,,20800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020800,Census Tract 208,,,"Census Tract 208, Philadelphia County, Pennsylvania",42101020800,895387,0,,,,,,,,1953,498,124,374,24.9,75.1,498,1489,1343,650,486,0,114,0,0,93,64,599,48.4,36.19,0,8.49,0,0,6.92,4.77,44.6,845,475,203,0,106,0,0,61,475,13,56.21,24.02,0,12.54,0,0,7.22,56.21,1.54
ACSSF,pa,140,0,9018,,,,,42,101,,,20900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101020900,Census Tract 209,,,"Census Tract 209, Philadelphia County, Pennsylvania",42101020900,521767,35427,,,,,,,,0,628,507,121,80.73,19.27,628,1517,1427,1195,152,0,69,0,0,11,152,1064,83.74,10.65,0,4.84,0,0,0.77,10.65,74.56,799,677,92,0,30,0,0,0,557,130,84.73,11.51,0,3.75,0,0,0,69.71,16.27
ACSSF,pa,140,0,9019,,,,,42,101,,,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021000,Census Tract 210,,,"Census Tract 210, Philadelphia County, Pennsylvania",42101021000,858218,55718,,,,,,,,0,1217,1091,126,89.65,10.35,1217,2646,2489,2115,306,0,43,0,25,0,65,2075,84.97,12.29,0,1.73,0,1,0,2.61,83.37,1272,1004,231,0,12,0,25,0,984,45,78.93,18.16,0,0.94,0,1.97,0,77.36,3.54
ACSSF,pa,140,0,9020,,,,,42,101,,,21100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021100,Census Tract 211,,,"Census Tract 211, Philadelphia County, Pennsylvania",42101021100,554014,0,,,,,,,,1959,812,484,328,59.61,40.39,812,1286,1286,840,165,0,55,0,187,39,268,774,65.32,12.83,0,4.28,0,14.54,3.03,20.84,60.19,474,356,94,0,6,0,14,4,290,80,75.11,19.83,0,1.27,0,2.95,0.84,61.18,16.88
ACSSF,pa,140,0,9021,,,,,42,101,,,21200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021200,Census Tract 212,,,"Census Tract 212, Philadelphia County, Pennsylvania",42101021200,515705,0,,,,,,,,1955,854,742,112,86.89,13.11,854,1264,1245,982,166,0,44,0,16,37,35,963,78.88,13.33,0,3.53,0,1.29,2.97,2.81,77.35,391,232,121,0,28,0,0,10,221,11,59.34,30.95,0,7.16,0,0,2.56,56.52,2.81
ACSSF,pa,140,0,9022,,,,,42,101,,,21300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021300,Census Tract 213,,,"Census Tract 213, Philadelphia County, Pennsylvania",42101021300,538872,0,,,,,,,,0,850,726,124,85.41,14.59,850,1678,1576,1321,174,0,21,0,21,39,33,1321,83.82,11.04,0,1.33,0,1.33,2.47,2.09,83.82,726,595,90,0,0,0,10,31,595,0,81.96,12.4,0,0,0,1.38,4.27,81.96,0
ACSSF,pa,140,0,9023,,,,,42,101,,,21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021400,Census Tract 214,,,"Census Tract 214, Philadelphia County, Pennsylvania",42101021400,606692,55277,,,,,,,,0,669,610,59,91.18,8.82,669,2227,1935,1840,88,0,7,0,0,0,74,1766,95.09,4.55,0,0.36,0,0,0,3.82,91.27,1266,1219,40,0,7,0,0,0,1156,63,96.29,3.16,0,0.55,0,0,0,91.31,4.98
ACSSF,pa,140,0,9024,,,,,42,101,,,21500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021500,Census Tract 215,,,"Census Tract 215, Philadelphia County, Pennsylvania",42101021500,1004126,24008,,,,,,,,1960,1137,874,263,76.87,23.13,1137,2065,1985,1419,372,0,81,0,64,49,86,1409,71.49,18.74,0,4.08,0,3.22,2.47,4.33,70.98,848,545,293,0,0,0,10,0,535,32,64.27,34.55,0,0,0,1.18,0,63.09,3.77
ACSSF,pa,140,0,9025,,,,,42,101,,,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021600,Census Tract 216,,,"Census Tract 216, Philadelphia County, Pennsylvania",42101021600,1991449,129204,,,,,,,,1988,415,369,46,88.92,11.08,415,1251,1213,802,140,13,48,0,9,201,104,766,66.12,11.54,1.07,3.96,0,0.74,16.57,8.57,63.15,798,423,127,13,32,0,7,196,397,94,53.01,15.91,1.63,4.01,0,0.88,24.56,49.75,11.78
ACSSF,pa,140,0,9026,,,,,42,101,,,21700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021700,Census Tract 217,,,"Census Tract 217, Philadelphia County, Pennsylvania",42101021700,1559580,0,,,,,,,,1965,2118,1594,524,75.26,24.74,2118,2687,2641,1888,488,0,34,0,37,194,200,1742,71.49,18.48,0,1.29,0,1.4,7.35,7.57,65.96,523,204,243,0,16,0,0,60,148,91,39.01,46.46,0,3.06,0,0,11.47,28.3,17.4
ACSSF,pa,140,0,9027,,,,,42,101,,,21800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021800,Census Tract 218,,,"Census Tract 218, Philadelphia County, Pennsylvania",42101021800,1006008,0,,,,,,,,1969,779,559,220,71.76,28.24,779,2660,2541,1719,439,0,157,0,83,143,252,1654,67.65,17.28,0,6.18,0,3.27,5.63,9.92,65.09,1762,1160,358,0,157,0,48,39,1095,113,65.83,20.32,0,8.91,0,2.72,2.21,62.15,6.41
ACSSF,pa,140,0,9028,,,,,42,101,,,21900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101021900,Census Tract 219,,,"Census Tract 219, Philadelphia County, Pennsylvania",42101021900,1410069,51091,,,,,,,,1959,566,499,67,88.16,11.84,566,716,645,568,55,0,4,0,0,18,9,568,88.06,8.53,0,0.62,0,0,2.79,1.4,88.06,79,69,10,0,0,0,0,0,69,0,87.34,12.66,0,0,0,0,0,87.34,0
ACSSF,pa,140,0,9029,,,,,42,101,,,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101022000,Census Tract 220,,,"Census Tract 220, Philadelphia County, Pennsylvania",42101022000,2913179,99558,,,,,,,,1981,460,348,112,75.65,24.35,460,851,769,552,84,0,29,0,104,0,109,547,71.78,10.92,0,3.77,0,13.52,0,14.17,71.13,309,199,6,0,0,0,104,0,199,104,64.4,1.94,0,0,0,33.66,0,64.4,33.66
ACSSF,pa,140,0,9030,,,,,42,101,,,23100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101023100,Census Tract 231,,,"Census Tract 231, Philadelphia County, Pennsylvania",42101023100,732749,1270,,,,,,,,0,339,319,20,94.1,5.9,339,579,522,480,23,0,10,0,9,0,15,474,91.95,4.41,0,1.92,0,1.72,0,2.87,90.8,183,155,14,0,5,0,9,0,155,9,84.7,7.65,0,2.73,0,4.92,0,84.7,4.92
ACSSF,pa,140,0,9031,,,,,42,101,,,23500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101023500,Census Tract 235,,,"Census Tract 235, Philadelphia County, Pennsylvania",42101023500,799347,0,,,,,,,,0,423,319,104,75.41,24.59,423,628,595,405,183,0,0,0,0,7,0,405,68.07,30.76,0,0,0,0,1.18,0,68.07,172,86,86,0,0,0,0,0,86,0,50,50,0,0,0,0,0,50,0
ACSSF,pa,140,0,9032,,,,,42,101,,,23600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101023600,Census Tract 236,,,"Census Tract 236, Philadelphia County, Pennsylvania",42101023600,978079,0,,,,,,,,0,767,453,314,59.06,40.94,767,1273,1118,684,360,0,0,0,28,46,15,669,61.18,32.2,0,0,0,2.5,4.11,1.34,59.84,351,231,94,0,0,0,14,12,216,15,65.81,26.78,0,0,0,3.99,3.42,61.54,4.27
ACSSF,pa,140,0,9033,,,,,42,101,,,23700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101023700,Census Tract 237,,,"Census Tract 237, Philadelphia County, Pennsylvania",42101023700,1072974,0,,,,,,,,0,974,365,609,37.47,62.53,974,2531,2266,781,1352,0,33,0,35,65,55,761,34.47,59.66,0,1.46,0,1.54,2.87,2.43,33.58,1292,416,815,0,21,0,0,40,396,20,32.2,63.08,0,1.63,0,0,3.1,30.65,1.55
ACSSF,pa,140,0,9034,,,,,42,101,,,23800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101023800,Census Tract 238,,,"Census Tract 238, Philadelphia County, Pennsylvania",42101023800,781630,0,,,,,,,,0,896,438,458,48.88,51.12,896,2397,2019,694,1200,0,34,0,10,81,161,627,34.37,59.44,0,1.68,0,0.5,4.01,7.97,31.05,1123,256,786,0,0,0,0,81,189,151,22.8,69.99,0,0,0,0,7.21,16.83,13.45
ACSSF,pa,140,0,9035,,,,,42,101,,,23900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101023900,Census Tract 239,,,"Census Tract 239, Philadelphia County, Pennsylvania",42101023900,486021,2705,,,,,,,,1959,148,70,78,47.3,52.7,148,1311,1131,395,615,0,56,0,0,65,31,364,34.92,54.38,0,4.95,0,0,5.75,2.74,32.18,983,325,537,0,56,0,0,65,294,31,33.06,54.63,0,5.7,0,0,6.61,29.91,3.15
ACSSF,pa,140,0,9036,,,,,42,101,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024000,Census Tract 240,,,"Census Tract 240, Philadelphia County, Pennsylvania",42101024000,617080,0,,,,,,,,1942,632,383,249,60.6,39.4,632,2177,1999,705,1118,0,73,0,0,103,51,673,35.27,55.93,0,3.65,0,0,5.15,2.55,33.67,1367,322,881,0,73,0,0,91,290,51,23.56,64.45,0,5.34,0,0,6.66,21.21,3.73
ACSSF,pa,140,0,9037,,,,,42,101,,,24100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024100,Census Tract 241,,,"Census Tract 241, Philadelphia County, Pennsylvania",42101024100,407855,0,,,,,,,,0,108,39,69,36.11,63.89,108,671,637,76,525,0,0,0,10,26,0,76,11.93,82.42,0,0,0,1.57,4.08,0,11.93,529,37,476,0,0,0,10,6,37,0,6.99,89.98,0,0,0,1.89,1.13,6.99,0
ACSSF,pa,140,0,9038,,,,,42,101,,,24200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024200,Census Tract 242,,,"Census Tract 242, Philadelphia County, Pennsylvania",42101024200,532060,0,,,,,,,,0,617,129,488,20.91,79.09,617,2086,1901,359,1458,0,44,0,0,40,30,329,18.88,76.7,0,2.31,0,0,2.1,1.58,17.31,1284,220,991,0,33,0,0,40,200,20,17.13,77.18,0,2.57,0,0,3.12,15.58,1.56
ACSSF,pa,140,0,9039,,,,,42,101,,,24300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024300,Census Tract 243,,,"Census Tract 243, Philadelphia County, Pennsylvania",42101024300,679034,0,,,,,,,,0,915,156,759,17.05,82.95,915,2049,1880,281,1508,0,40,0,0,51,54,281,14.95,80.21,0,2.13,0,0,2.71,2.87,14.95,965,125,806,0,23,0,0,11,125,0,12.95,83.52,0,2.38,0,0,1.14,12.95,0
ACSSF,pa,140,0,9040,,,,,42,101,,,24400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024400,Census Tract 244,,,"Census Tract 244, Philadelphia County, Pennsylvania",42101024400,421189,0,,,,,,,,0,610,98,512,16.07,83.93,610,1307,1058,113,870,35,0,0,0,40,40,113,10.68,82.23,3.31,0,0,0,3.78,3.78,10.68,448,15,358,35,0,0,0,40,15,40,3.35,79.91,7.81,0,0,0,8.93,3.35,8.93
ACSSF,pa,140,0,9041,,,,,42,101,,,24500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024500,Census Tract 245,,,"Census Tract 245, Philadelphia County, Pennsylvania",42101024500,800999,0,,,,,,,,0,703,0,703,0,100,703,1874,1657,50,1569,0,22,0,0,16,16,50,3.02,94.69,0,1.33,0,0,0.97,0.97,3.02,954,50,879,0,9,0,0,16,50,16,5.24,92.14,0,0.94,0,0,1.68,5.24,1.68
ACSSF,pa,140,0,9042,,,,,42,101,,,24600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024600,Census Tract 246,,,"Census Tract 246, Philadelphia County, Pennsylvania",42101024600,621261,0,,,,,,,,1943,303,20,283,6.6,93.4,303,1354,1028,93,898,0,13,0,0,24,18,91,9.05,87.35,0,1.26,0,0,2.33,1.75,8.85,725,71,654,0,0,0,0,0,71,16,9.79,90.21,0,0,0,0,0,9.79,2.21
ACSSF,pa,140,0,9043,,,,,42,101,,,24700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024700,Census Tract 247,,,"Census Tract 247, Philadelphia County, Pennsylvania",42101024700,941266,0,,,,,,,,0,844,20,824,2.37,97.63,844,1991,1721,93,1519,7,0,0,0,102,65,48,5.4,88.26,0.41,0,0,0,5.93,3.78,2.79,877,73,751,0,0,0,0,53,28,65,8.32,85.63,0,0,0,0,6.04,3.19,7.41
ACSSF,pa,140,0,9044,,,,,42,101,,,24800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024800,Census Tract 248,,,"Census Tract 248, Philadelphia County, Pennsylvania",42101024800,319262,0,,,,,,,,0,619,17,602,2.75,97.25,619,896,822,33,760,0,0,0,17,12,17,33,4.01,92.46,0,0,0,2.07,1.46,2.07,4.01,203,16,175,0,0,0,0,12,16,0,7.88,86.21,0,0,0,0,5.91,7.88,0
ACSSF,pa,140,0,9045,,,,,42,101,,,24900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101024900,Census Tract 249,,,"Census Tract 249, Philadelphia County, Pennsylvania",42101024900,325196,0,,,,,,,,1941,623,29,594,4.65,95.35,623,1372,1075,29,1018,0,0,0,0,28,0,29,2.7,94.7,0,0,0,0,2.6,0,2.7,452,0,434,0,0,0,0,18,0,0,0,96.02,0,0,0,0,3.98,0,0
ACSSF,pa,140,0,9046,,,,,42,101,,,25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025200,Census Tract 252,,,"Census Tract 252, Philadelphia County, Pennsylvania",42101025200,952424,0,,,,,,,,0,1288,197,1091,15.3,84.7,1288,3734,3400,346,2921,42,0,0,15,76,155,268,10.18,85.91,1.24,0,0,0.44,2.24,4.56,7.88,2112,149,1872,0,0,0,15,76,71,134,7.05,88.64,0,0,0,0.71,3.6,3.36,6.34
ACSSF,pa,140,0,9047,,,,,42,101,,,25300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025300,Census Tract 253,,,"Census Tract 253, Philadelphia County, Pennsylvania",42101025300,581298,0,,,,,,,,0,1248,158,1090,12.66,87.34,1248,2269,2022,187,1782,0,10,0,0,43,21,187,9.25,88.13,0,0.49,0,0,2.13,1.04,9.25,774,29,717,0,10,0,0,18,29,21,3.75,92.64,0,1.29,0,0,2.33,3.75,2.71
ACSSF,pa,140,0,9048,,,,,42,101,,,25400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025400,Census Tract 254,,,"Census Tract 254, Philadelphia County, Pennsylvania",42101025400,769759,0,,,,,,,,1947,1276,154,1122,12.07,87.93,1276,2128,1964,200,1689,0,10,0,21,44,99,186,10.18,86,0,0.51,0,1.07,2.24,5.04,9.47,688,32,635,0,0,0,21,0,32,85,4.65,92.3,0,0,0,3.05,0,4.65,12.35
ACSSF,pa,140,0,9049,,,,,42,101,,,25500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025500,Census Tract 255,,,"Census Tract 255, Philadelphia County, Pennsylvania",42101025500,766601,0,,,,,,,,0,873,377,496,43.18,56.82,873,1251,1160,490,626,0,0,0,9,35,0,490,42.24,53.97,0,0,0,0.78,3.02,0,42.24,287,113,165,0,0,0,9,0,113,0,39.37,57.49,0,0,0,3.14,0,39.37,0
ACSSF,pa,140,0,9050,,,,,42,101,,,25600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025600,Census Tract 256,,,"Census Tract 256, Philadelphia County, Pennsylvania",42101025600,865284,1982,,,,,,,,0,795,582,213,73.21,26.79,795,1248,1186,761,384,0,0,0,30,11,71,690,64.17,32.38,0,0,0,2.53,0.93,5.99,58.18,391,172,189,0,0,0,30,0,108,64,43.99,48.34,0,0,0,7.67,0,27.62,16.37
ACSSF,pa,140,0,9051,,,,,42,101,,,25700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025700,Census Tract 257,,,"Census Tract 257, Philadelphia County, Pennsylvania",42101025700,746915,0,,,,,,,,1962,594,494,100,83.16,16.84,594,2262,2175,1097,896,0,72,0,35,75,76,1076,50.44,41.2,0,3.31,0,1.61,3.45,3.49,49.47,1581,595,812,0,72,0,35,67,582,68,37.63,51.36,0,4.55,0,2.21,4.24,36.81,4.3
ACSSF,pa,140,0,9052,,,,,42,101,,,25800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025800,Census Tract 258,,,"Census Tract 258, Philadelphia County, Pennsylvania",42101025800,586720,0,,,,,,,,1958,739,24,715,3.25,96.75,739,923,864,29,590,7,6,0,0,232,7,29,3.36,68.29,0.81,0.69,0,0,26.85,0.81,3.36,125,5,119,0,0,0,0,1,5,0,4,95.2,0,0,0,0,0.8,4,0
ACSSF,pa,140,0,9053,,,,,42,101,,,25900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101025900,Census Tract 259,,,"Census Tract 259, Philadelphia County, Pennsylvania",42101025900,549417,0,,,,,,,,1956,1521,0,1521,0,100,1521,2118,2023,51,1946,0,6,0,20,0,17,34,2.52,96.19,0,0.3,0,0.99,0,0.84,1.68,502,34,448,0,0,0,20,0,34,0,6.77,89.24,0,0,0,3.98,0,6.77,0
ACSSF,pa,140,0,9054,,,,,42,101,,,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026000,Census Tract 260,,,"Census Tract 260, Philadelphia County, Pennsylvania",42101026000,543433,0,,,,,,,,1954,1020,29,991,2.84,97.16,1020,1317,1317,38,1260,0,0,6,0,13,10,38,2.89,95.67,0,0,0.46,0,0.99,0.76,2.89,297,9,278,0,0,0,0,10,9,10,3.03,93.6,0,0,0,0,3.37,3.03,3.37
ACSSF,pa,140,0,9055,,,,,42,101,,,26100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026100,Census Tract 261,,,"Census Tract 261, Philadelphia County, Pennsylvania",42101026100,649365,0,,,,,,,,1957,942,29,913,3.08,96.92,942,1528,1394,29,1330,0,0,0,0,35,24,29,2.08,95.41,0,0,0,0,2.51,1.72,2.08,452,0,417,0,0,0,0,35,0,24,0,92.26,0,0,0,0,7.74,0,5.31
ACSSF,pa,140,0,9056,,,,,42,101,,,26200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026200,Census Tract 262,,,"Census Tract 262, Philadelphia County, Pennsylvania",42101026200,555958,0,,,,,,,,1953,1418,64,1354,4.51,95.49,1418,1832,1689,73,1567,0,28,0,21,0,32,73,4.32,92.78,0,1.66,0,1.24,0,1.89,4.32,271,9,262,0,0,0,0,0,9,0,3.32,96.68,0,0,0,0,0,3.32,0
ACSSF,pa,140,0,9057,,,,,42,101,,,26301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026301,Census Tract 263.01,,,"Census Tract 263.01, Philadelphia County, Pennsylvania",42101026301,406340,0,,,,,,,,1951,1313,31,1282,2.36,97.64,1313,1691,1534,39,1390,0,0,0,5,100,79,39,2.54,90.61,0,0,0,0.33,6.52,5.15,2.54,221,8,204,0,0,0,0,9,8,0,3.62,92.31,0,0,0,0,4.07,3.62,0
ACSSF,pa,140,0,9058,,,,,42,101,,,26302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026302,Census Tract 263.02,,,"Census Tract 263.02, Philadelphia County, Pennsylvania",42101026302,704112,0,,,,,,,,1946,1428,42,1386,2.94,97.06,1428,2182,1984,72,1859,0,53,0,0,0,30,42,3.63,93.7,0,2.67,0,0,0,1.51,2.12,556,0,556,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
ACSSF,pa,140,0,9059,,,,,42,101,,,26400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026400,Census Tract 264,,,"Census Tract 264, Philadelphia County, Pennsylvania",42101026400,796819,0,,,,,,,,1945,1568,0,1568,0,100,1568,2400,2246,43,2203,0,0,0,0,0,0,43,1.91,98.09,0,0,0,0,0,0,1.91,678,43,635,0,0,0,0,0,43,0,6.34,93.66,0,0,0,0,0,6.34,0
ACSSF,pa,140,0,9060,,,,,42,101,,,26500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101026500,Census Tract 265,,,"Census Tract 265, Philadelphia County, Pennsylvania",42101026500,545961,0,,,,,,,,1948,1162,4,1158,0.34,99.66,1162,1821,1674,63,1481,0,0,0,19,111,19,63,3.76,88.47,0,0,0,1.14,6.63,1.14,3.76,512,59,392,0,0,0,0,61,59,0,11.52,76.56,0,0,0,0,11.91,11.52,0
